,age,educational-num,capital-gain,capital-loss,hours-per-week,workclass,marital-status,occupation,relationship,race,gender,native-country
47591,27,7,0,0,40,Private,Divorced,Craft-repair,Own-child,White,Male,United-States
41331,21,9,0,0,30,Private,Never-married,Sales,Own-child,White,Male,United-States
47910,57,9,0,0,40,Self-emp-not-inc,Married-civ-spouse,Farming-fishing,Husband,Asian-Pac-Islander,Male,United-States
32202,30,10,0,0,25,Private,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States
185,64,10,0,0,8,Unknown,Married-civ-spouse,Unknown,Husband,White,Male,United-States
417,37,10,0,0,40,State-gov,Married-civ-spouse,Prof-specialty,Other-relative,Asian-Pac-Islander,Male,Cambodia
14685,59,6,0,0,30,Local-gov,Married-civ-spouse,Other-service,Wife,White,Female,United-States
27261,54,9,7688,0,25,Private,Married-civ-spouse,Tech-support,Husband,White,Male,United-States
31130,62,10,0,0,40,Private,Widowed,Priv-house-serv,Unmarried,White,Female,United-States
4363,43,9,0,0,40,Private,Separated,Adm-clerical,Unmarried,White,Female,United-States
7154,22,10,0,0,50,Private,Never-married,Adm-clerical,Own-child,White,Male,United-States
11139,38,9,0,0,35,Private,Divorced,Other-service,Unmarried,White,Female,United-States
42321,29,9,0,0,40,Unknown,Never-married,Unknown,Not-in-family,White,Male,United-States
20677,17,8,0,0,10,Private,Never-married,Sales,Not-in-family,White,Female,Unknown
17816,30,12,0,0,40,Private,Never-married,Prof-specialty,Not-in-family,White,Female,United-States
19637,29,11,0,0,40,Private,Never-married,Adm-clerical,Own-child,White,Female,United-States
32774,23,10,0,0,45,Private,Never-married,Prof-specialty,Not-in-family,White,Male,United-States
41239,24,10,0,0,40,Local-gov,Married-civ-spouse,Protective-serv,Husband,Black,Male,United-States
14827,27,9,0,0,33,Local-gov,Divorced,Adm-clerical,Not-in-family,Amer-Indian-Eskimo,Female,United-States
25828,28,12,0,0,45,Private,Married-civ-spouse,Tech-support,Husband,White,Male,United-States
2999,19,7,0,0,20,Private,Never-married,Other-service,Own-child,White,Male,United-States
1336,38,13,0,0,50,Self-emp-not-inc,Married-civ-spouse,Tech-support,Husband,White,Male,United-States
19676,61,15,0,0,40,Self-emp-inc,Separated,Prof-specialty,Not-in-family,White,Male,United-States
14719,31,9,0,0,40,Private,Married-civ-spouse,Sales,Husband,White,Male,United-States
14781,23,10,0,0,40,Private,Never-married,Adm-clerical,Not-in-family,White,Female,United-States
13974,29,9,0,0,40,Private,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
26729,64,10,0,0,12,Private,Widowed,Adm-clerical,Unmarried,White,Female,United-States
28311,45,10,0,0,40,Private,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,Germany
19109,54,13,0,0,40,Self-emp-not-inc,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
371,41,4,0,0,40,Private,Separated,Craft-repair,Not-in-family,White,Male,Mexico
16391,24,13,0,0,40,Private,Never-married,Sales,Other-relative,White,Male,United-States
33622,43,10,1055,0,40,Private,Never-married,Handlers-cleaners,Own-child,Asian-Pac-Islander,Female,United-States
25625,34,13,0,0,60,Federal-gov,Married-civ-spouse,Protective-serv,Husband,White,Male,United-States
40364,34,9,0,0,40,Private,Never-married,Adm-clerical,Not-in-family,White,Female,United-States
1398,82,4,0,0,40,Self-emp-inc,Widowed,Exec-managerial,Not-in-family,White,Female,United-States
24605,25,9,0,0,52,Private,Never-married,Transport-moving,Unmarried,White,Male,United-States
7960,26,13,0,0,20,Private,Married-civ-spouse,Sales,Wife,White,Female,United-States
23813,39,14,0,0,45,Local-gov,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States
40102,31,9,0,0,65,Private,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States
20661,35,13,0,1848,70,Private,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
27826,62,13,7688,0,50,Private,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
24236,45,9,0,0,40,Private,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
34991,49,7,0,0,50,Private,Married-civ-spouse,Other-service,Husband,White,Male,United-States
24628,45,10,0,0,38,Local-gov,Divorced,Adm-clerical,Not-in-family,White,Female,United-States
27536,30,10,0,2051,40,Private,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
27251,21,9,0,0,30,Private,Never-married,Sales,Own-child,White,Female,United-States
14843,56,8,0,0,40,Local-gov,Divorced,Transport-moving,Not-in-family,White,Male,United-States
30980,43,9,0,0,50,Private,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
14828,48,10,0,0,40,Private,Married-civ-spouse,Sales,Wife,White,Female,United-States
29812,50,9,0,0,40,Private,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
34566,50,9,0,0,65,Private,Married-civ-spouse,Sales,Husband,White,Male,United-States
6062,30,9,0,0,40,State-gov,Divorced,Exec-managerial,Unmarried,White,Female,United-States
45233,42,13,0,1887,40,Self-emp-not-inc,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States
41971,34,7,0,0,55,Private,Married-spouse-absent,Craft-repair,Not-in-family,Black,Male,United-States
42627,36,15,25236,0,40,Self-emp-not-inc,Divorced,Prof-specialty,Unmarried,White,Male,United-States
14692,48,14,15024,0,10,Local-gov,Married-civ-spouse,Prof-specialty,Wife,White,Female,United-States
39981,27,9,2580,0,45,Private,Married-civ-spouse,Adm-clerical,Husband,White,Male,United-States
28732,90,10,0,0,10,Unknown,Never-married,Unknown,Own-child,Asian-Pac-Islander,Male,South
39335,68,9,0,3683,40,Federal-gov,Divorced,Prof-specialty,Not-in-family,White,Female,United-States
26077,39,9,0,0,55,Private,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
20191,48,9,0,0,30,Private,Divorced,Sales,Unmarried,White,Female,United-States
17784,64,13,15024,0,55,Self-emp-inc,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
32132,27,10,0,0,45,Private,Never-married,Exec-managerial,Not-in-family,White,Male,United-States
26632,44,13,0,0,35,Private,Divorced,Sales,Unmarried,White,Female,United-States
35705,33,11,0,0,55,Private,Never-married,Prof-specialty,Unmarried,White,Female,United-States
41760,53,9,0,0,40,Private,Widowed,Machine-op-inspct,Not-in-family,White,Female,United-States
7586,56,9,0,0,40,State-gov,Divorced,Adm-clerical,Not-in-family,White,Female,United-States
8131,33,5,0,0,44,State-gov,Never-married,Other-service,Own-child,White,Female,United-States
34944,27,9,0,0,39,Private,Married-civ-spouse,Adm-clerical,Husband,White,Male,United-States
45647,22,12,0,0,25,Private,Never-married,Adm-clerical,Not-in-family,White,Female,United-States
39964,58,13,0,0,35,Private,Divorced,Exec-managerial,Unmarried,White,Female,United-States
19298,55,13,0,0,40,Federal-gov,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States
42961,32,10,0,0,30,Private,Divorced,Sales,Unmarried,White,Female,United-States
36781,40,13,0,0,45,Self-emp-inc,Never-married,Prof-specialty,Not-in-family,White,Female,United-States
9477,58,12,0,0,42,Private,Married-civ-spouse,Sales,Husband,White,Male,United-States
48826,39,12,0,0,20,Local-gov,Married-civ-spouse,Adm-clerical,Wife,White,Female,United-States
46139,20,9,0,0,40,Private,Never-married,Handlers-cleaners,Own-child,White,Male,United-States
7751,31,10,0,0,25,Private,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
13593,47,9,0,0,40,Private,Divorced,Sales,Not-in-family,White,Female,United-States
44305,31,10,0,0,40,Private,Never-married,Sales,Not-in-family,White,Female,United-States
46656,41,14,0,0,38,Local-gov,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States
34263,33,9,0,0,38,Private,Married-civ-spouse,Other-service,Wife,White,Female,El-Salvador
21788,25,9,0,0,80,Private,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
38262,43,13,0,0,40,Private,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,United-States
25492,33,11,7688,0,50,Unknown,Married-civ-spouse,Unknown,Own-child,White,Female,United-States
24291,41,9,3464,0,40,State-gov,Married-civ-spouse,Adm-clerical,Husband,White,Male,United-States
18770,54,10,0,0,48,Private,Divorced,Sales,Unmarried,White,Female,United-States
14813,28,12,0,0,21,Self-emp-not-inc,Never-married,Exec-managerial,Not-in-family,White,Male,Guatemala
20860,43,10,0,0,38,Private,Divorced,Prof-specialty,Unmarried,White,Female,United-States
34185,27,10,0,0,16,Local-gov,Never-married,Prof-specialty,Other-relative,White,Male,United-States
14494,24,10,0,0,20,Private,Never-married,Other-service,Unmarried,White,Female,United-States
6314,33,9,0,0,40,Private,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States
35522,18,10,0,0,40,State-gov,Never-married,Other-service,Not-in-family,White,Female,United-States
36946,25,9,0,0,40,Private,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States
3147,32,14,0,0,40,State-gov,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
7313,38,9,0,0,40,Self-emp-not-inc,Married-civ-spouse,Sales,Husband,White,Male,United-States
16679,25,13,0,0,55,Private,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
15137,33,9,0,0,40,Private,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States
45601,29,10,0,0,40,Private,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States
3094,53,10,0,0,40,State-gov,Married-civ-spouse,Other-service,Husband,White,Male,United-States
8773,52,14,0,0,55,Private,Never-married,Prof-specialty,Not-in-family,White,Female,Unknown
28053,40,9,2174,0,60,Private,Married-spouse-absent,Handlers-cleaners,Not-in-family,White,Male,Poland
39009,28,13,0,0,4,Self-emp-not-inc,Never-married,Prof-specialty,Not-in-family,White,Female,United-States
22265,24,13,0,0,40,Private,Never-married,Prof-specialty,Not-in-family,White,Female,United-States
30807,48,9,0,0,40,Private,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
32668,17,7,0,0,15,Private,Never-married,Craft-repair,Own-child,White,Female,United-States
39481,35,11,3103,0,55,Self-emp-not-inc,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States
31337,50,10,0,0,40,Private,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
38156,49,4,0,0,40,Private,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
25748,27,10,0,0,24,Private,Never-married,Other-service,Not-in-family,White,Male,United-States
2521,27,13,0,0,40,State-gov,Married-civ-spouse,Protective-serv,Husband,White,Male,United-States
36784,35,10,0,0,60,Private,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
36789,45,9,0,0,40,Private,Separated,Exec-managerial,Not-in-family,White,Female,United-States
36929,42,9,0,0,40,Local-gov,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
27547,43,9,0,0,40,Private,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
37160,53,9,0,1977,40,Federal-gov,Married-civ-spouse,Adm-clerical,Husband,Black,Male,United-States
2428,39,13,0,0,52,Private,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
44651,32,9,0,0,40,Private,Never-married,Craft-repair,Own-child,White,Male,United-States
10984,64,9,0,0,12,Private,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
39824,32,10,0,0,40,Local-gov,Married-civ-spouse,Protective-serv,Husband,White,Male,United-States
350,45,9,0,0,40,Unknown,Widowed,Unknown,Unmarried,White,Female,Mexico
10443,19,10,0,0,35,Private,Never-married,Other-service,Own-child,White,Male,United-States
40535,66,4,0,0,40,Private,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
32689,21,10,0,0,20,State-gov,Never-married,Prof-specialty,Own-child,White,Male,United-States
1746,62,13,0,0,60,Unknown,Married-civ-spouse,Unknown,Husband,White,Male,United-States
44283,32,3,0,0,40,Private,Married-civ-spouse,Machine-op-inspct,Wife,Asian-Pac-Islander,Female,Laos
7892,70,4,0,0,8,Unknown,Married-civ-spouse,Unknown,Husband,White,Male,United-States
46097,19,9,0,0,40,Self-emp-inc,Never-married,Sales,Own-child,White,Male,United-States
19644,36,10,0,0,40,Private,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
21172,21,10,0,0,35,Private,Never-married,Other-service,Not-in-family,White,Female,United-States
48247,53,16,0,0,50,State-gov,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States
22408,58,10,0,0,40,Private,Divorced,Adm-clerical,Unmarried,White,Female,United-States
1941,49,13,0,0,40,Federal-gov,Married-civ-spouse,Adm-clerical,Husband,White,Male,United-States
32514,37,9,0,0,35,Self-emp-not-inc,Never-married,Craft-repair,Not-in-family,White,Male,United-States
39953,41,13,0,1887,40,Private,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States
7527,39,14,0,0,45,Private,Divorced,Prof-specialty,Not-in-family,White,Female,United-States
46542,20,10,0,0,15,Private,Never-married,Tech-support,Own-child,White,Male,United-States
2570,27,10,0,0,50,State-gov,Never-married,Other-service,Not-in-family,Asian-Pac-Islander,Male,South
37799,61,10,0,0,25,Private,Divorced,Other-service,Not-in-family,White,Male,United-States
15450,54,9,0,0,40,Private,Divorced,Protective-serv,Not-in-family,White,Male,United-States
4320,45,16,0,0,40,Federal-gov,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States
37283,42,13,5013,0,40,Private,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States
24818,32,9,0,0,35,Private,Never-married,Other-service,Own-child,White,Female,United-States
22488,49,10,0,0,40,Private,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
17251,34,9,0,0,35,Private,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
46170,22,10,0,0,40,Private,Married-AF-spouse,Other-service,Wife,White,Female,United-States
45066,50,9,0,0,40,Private,Divorced,Machine-op-inspct,Not-in-family,Amer-Indian-Eskimo,Female,United-States
38565,54,16,0,0,60,Self-emp-inc,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States
21814,26,9,0,0,30,Private,Divorced,Sales,Unmarried,White,Female,United-States
43916,44,13,99999,0,70,Self-emp-inc,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
5675,27,7,0,0,50,Private,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,United-States
5089,40,13,3103,0,60,Self-emp-inc,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States
16869,52,6,0,1887,47,Private,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
9712,34,13,0,0,40,State-gov,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States
45838,33,6,0,0,40,Private,Never-married,Handlers-cleaners,Not-in-family,White,Male,United-States
8181,28,13,0,0,45,Private,Never-married,Exec-managerial,Own-child,White,Female,United-States
5849,33,6,0,0,40,Private,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
48202,25,13,0,0,40,Private,Married-civ-spouse,Adm-clerical,Wife,White,Female,United-States
46945,54,9,0,0,40,Private,Married-civ-spouse,Sales,Husband,White,Male,United-States
16756,46,13,0,0,40,Private,Never-married,Craft-repair,Not-in-family,White,Female,United-States
27727,54,10,0,0,40,Self-emp-not-inc,Divorced,Craft-repair,Not-in-family,White,Male,Unknown
48026,57,15,0,0,55,Federal-gov,Divorced,Exec-managerial,Not-in-family,Black,Male,United-States
23087,18,10,0,0,15,Private,Never-married,Sales,Own-child,White,Female,United-States
25514,53,9,0,0,40,Private,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States
342,31,3,0,0,40,Private,Married-civ-spouse,Other-service,Husband,White,Male,Mexico
37798,31,13,0,0,43,Private,Married-civ-spouse,Tech-support,Husband,White,Male,United-States
9595,24,10,0,0,40,Private,Never-married,Craft-repair,Unmarried,White,Male,United-States
2378,49,10,0,0,40,Private,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
30919,41,12,0,0,20,Private,Married-civ-spouse,Sales,Husband,White,Male,United-States
41209,45,12,0,0,40,Federal-gov,Never-married,Exec-managerial,Not-in-family,White,Male,United-States
4440,25,13,0,0,15,Unknown,Married-spouse-absent,Unknown,Not-in-family,White,Female,United-States
12375,18,9,2176,0,25,Private,Never-married,Machine-op-inspct,Other-relative,White,Male,United-States
40301,27,9,0,0,22,Private,Never-married,Other-service,Own-child,White,Male,United-States
15442,58,9,0,0,60,Self-emp-not-inc,Married-civ-spouse,Sales,Husband,White,Male,United-States
35890,32,10,0,2205,40,Private,Never-married,Machine-op-inspct,Other-relative,White,Female,Holand-Netherlands
19569,32,12,0,0,40,State-gov,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
17593,20,10,0,0,25,Unknown,Never-married,Unknown,Not-in-family,White,Female,United-States
20255,41,10,0,0,38,Private,Separated,Adm-clerical,Not-in-family,White,Female,United-States
19852,58,9,0,0,52,Private,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
14330,23,9,0,0,40,Private,Never-married,Handlers-cleaners,Own-child,White,Male,United-States
7010,65,9,0,0,3,Self-emp-not-inc,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States
6162,52,10,0,0,30,Private,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States
6287,47,14,0,0,50,Self-emp-inc,Married-civ-spouse,Sales,Husband,White,Male,United-States
31349,30,13,0,0,33,Local-gov,Married-civ-spouse,Prof-specialty,Wife,White,Female,United-States
7067,36,15,0,0,24,Local-gov,Divorced,Prof-specialty,Unmarried,White,Female,Germany
40946,37,14,0,0,45,Local-gov,Married-civ-spouse,Prof-specialty,Wife,White,Female,United-States
