original_index,synthetic_collection_date
17289,2022-09-07
17290,2020-04-05
17291,2020-12-21
17293,2017-04-09
17295,2025-08-27
17296,2024-08-11
17297,2022-02-03
17298,2024-02-11
17299,2019-09-26
17300,2016-06-17
17302,2023-06-09
17303,2019-03-12
17304,2024-02-08
17305,2016-06-13
17306,2025-11-11
17308,2015-09-22
17309,2017-06-26
17312,2015-02-17
17313,2017-02-27
17314,2022-06-06
17315,2021-06-20
17316,2021-03-27
17322,2022-07-01
17323,2021-11-11
17326,2017-04-15
17327,2022-03-05
17328,2025-04-06
17329,2017-05-11
17330,2024-10-14
17331,2022-04-05
17334,2018-04-12
17335,2021-03-31
17336,2025-07-31
17338,2020-02-16
17339,2018-06-26
17343,2018-11-21
17344,2017-11-16
17345,2020-05-28
17346,2024-03-03
17347,2017-11-19
17348,2023-03-26
17349,2021-09-15
17352,2024-08-29
17354,2018-12-29
17356,2017-04-29
17357,2021-06-19
17358,2018-03-12
17359,2022-06-27
17360,2024-10-30
17362,2023-02-21
17363,2019-03-05
17364,2019-12-07
17368,2023-07-28
17369,2019-09-21
17370,2020-11-02
17371,2016-08-19
17372,2019-01-19
17374,2018-12-07
17375,2023-01-30
17378,2015-03-30
17379,2015-04-03
17382,2025-11-03
17384,2017-08-06
17385,2023-03-08
17389,2025-01-22
17390,2023-06-11
17391,2020-02-21
17396,2024-02-18
17397,2023-03-14
17398,2019-08-07
17399,2016-11-10
17402,2018-09-16
17403,2016-06-03
17404,2024-05-01
17405,2023-07-08
17406,2019-02-11
17407,2020-06-19
17408,2022-02-10
17410,2025-04-29
17411,2021-11-30
17412,2016-05-26
17413,2021-11-06
17414,2015-11-10
17415,2015-02-07
17418,2025-02-16
17423,2022-01-13
17424,2022-05-27
17425,2024-10-02
17426,2015-01-23
17427,2015-11-01
17428,2024-10-14
17430,2017-12-24
17431,2015-07-14
17433,2022-09-15
17434,2022-02-18
17435,2017-08-14
17436,2020-06-16
17437,2019-06-04
17438,2021-10-28
17440,2024-12-19
17442,2022-02-07
17443,2015-05-01
17445,2016-08-04
17447,2017-12-03
17450,2017-11-08
17451,2019-12-24
17454,2025-06-09
17456,2021-11-30
17458,2017-02-05
17460,2023-02-03
17461,2021-04-05
17462,2023-01-04
17463,2024-06-19
17466,2018-04-04
17467,2017-10-20
17468,2021-09-10
17469,2024-07-22
17470,2015-03-01
17471,2015-01-24
17472,2025-01-21
17473,2020-10-13
17474,2021-05-08
17475,2015-05-10
17476,2022-02-17
17477,2021-08-12
17478,2019-01-21
17479,2015-10-05
17480,2015-10-17
17481,2025-11-30
17484,2023-01-06
17485,2020-07-11
17486,2018-06-03
17487,2023-02-20
17490,2024-03-11
17491,2018-02-24
17492,2022-06-16
17493,2019-04-29
17494,2017-04-09
17495,2025-11-29
17496,2018-07-20
17497,2025-04-05
17500,2018-02-21
17502,2021-04-11
17503,2018-01-19
17506,2021-01-06
17507,2016-07-04
17508,2015-12-27
17509,2024-02-27
17510,2018-07-28
17511,2021-01-20
17512,2020-01-19
17514,2016-05-11
17515,2023-06-20
17516,2024-11-19
17517,2022-10-28
17518,2020-07-20
17519,2019-06-12
17520,2023-09-01
17523,2019-12-28
17524,2022-10-08
17525,2015-06-09
17527,2019-10-07
17529,2023-09-17
17532,2017-07-10
17533,2025-01-24
17534,2018-03-20
17536,2021-10-22
17537,2023-09-10
17546,2023-06-14
17547,2025-09-03
17549,2021-01-13
17551,2020-09-24
17552,2025-11-17
17553,2019-03-17
17554,2020-11-10
17555,2021-12-26
17556,2022-07-06
17557,2022-02-24
17558,2025-12-22
17560,2022-03-02
17561,2018-02-02
17563,2023-04-22
17564,2024-12-05
17565,2017-06-05
17566,2017-04-21
17568,2016-12-07
17570,2015-10-03
17572,2020-04-26
17573,2015-02-16
17575,2021-10-29
17576,2018-05-17
17578,2023-09-30
17580,2016-06-02
17581,2020-05-05
17584,2021-04-02
17585,2023-10-05
17588,2024-03-14
17589,2016-01-12
17590,2018-06-01
17593,2023-12-25
17594,2017-06-08
17595,2024-10-21
17596,2017-12-15
17597,2020-02-23
17598,2018-10-17
17599,2023-03-13
17604,2020-10-15
17605,2016-02-07
17607,2025-09-18
17608,2018-05-10
17609,2015-02-06
17612,2019-03-27
17613,2020-04-21
17614,2015-02-07
17617,2020-07-30
17618,2023-06-24
17619,2020-01-04
17620,2023-10-13
17622,2018-01-15
17625,2017-03-11
17626,2019-01-15
17627,2023-07-07
17628,2019-07-19
17630,2022-09-20
17631,2018-10-24
17632,2024-03-21
17634,2025-12-03
17635,2022-11-25
17636,2021-05-19
17637,2023-10-15
17639,2022-08-19
17640,2019-02-08
17641,2025-07-10
17645,2024-03-02
17647,2016-11-22
17648,2019-01-12
17649,2024-12-25
17650,2017-08-18
17651,2025-06-21
17653,2023-10-23
17654,2022-07-02
17655,2016-09-06
17656,2016-03-18
17657,2017-08-11
17659,2023-12-07
17660,2018-06-25
17661,2024-07-09
17662,2025-02-26
17664,2015-06-01
17665,2016-08-10
17666,2019-04-30
17667,2019-12-31
17668,2024-11-10
17669,2015-05-08
17670,2019-01-02
17672,2021-04-20
17674,2021-04-22
17675,2025-03-24
17678,2017-06-10
17679,2021-11-28
17680,2016-02-24
17681,2022-11-29
17682,2017-06-07
17683,2018-10-07
17684,2015-03-12
17687,2019-11-05
17688,2023-01-06
17691,2016-03-26
17692,2025-09-13
17693,2018-02-08
17694,2022-11-07
17695,2020-03-10
17697,2016-03-05
17698,2020-06-06
17699,2015-08-23
17701,2024-10-13
17703,2019-02-18
17704,2020-01-13
17705,2020-08-14
17707,2021-07-31
17709,2025-03-07
17710,2016-11-23
17712,2015-09-16
17713,2016-10-14
17714,2024-11-01
17716,2023-02-25
17717,2015-02-12
17718,2022-04-10
17719,2024-06-09
17721,2022-12-28
17722,2021-05-18
17723,2018-01-10
17727,2020-04-06
17728,2015-07-25
17730,2021-02-07
17731,2016-05-09
17733,2023-12-17
17734,2022-07-22
17735,2024-09-03
17736,2024-08-12
17738,2022-06-24
17739,2017-06-09
17741,2025-01-24
17742,2022-04-01
17744,2016-02-29
17745,2025-04-05
17746,2016-10-09
17748,2025-06-23
17751,2019-05-11
17752,2016-03-06
17756,2023-08-03
17757,2015-10-07
17758,2021-06-16
17759,2017-12-08
17760,2019-07-19
17761,2018-05-03
17762,2015-04-07
17763,2017-06-22
17764,2016-11-30
17765,2022-02-16
17766,2020-04-24
17767,2019-07-02
17768,2019-01-26
17769,2016-11-20
17770,2017-11-17
17771,2022-09-22
17773,2015-10-12
17774,2018-10-17
17775,2016-05-25
17777,2020-10-14
17780,2025-03-01
17782,2018-12-17
17784,2023-06-07
17785,2023-11-29
17786,2019-09-08
17789,2018-07-27
17790,2016-01-06
17791,2019-12-04
17794,2023-08-04
17795,2021-09-28
17796,2022-06-25
17797,2023-07-26
17799,2022-04-17
17800,2015-05-08
17801,2021-06-17
17803,2015-02-10
17804,2024-10-29
17805,2016-11-27
17806,2025-12-16
17807,2021-09-29
17808,2016-01-02
17809,2024-01-15
17810,2022-11-24
17811,2015-03-17
17815,2017-01-09
17816,2025-01-02
17817,2015-07-29
17819,2018-12-06
17820,2021-05-10
17821,2019-09-23
17822,2017-11-24
17823,2016-09-19
17824,2023-07-24
17826,2019-07-22
17828,2018-03-14
17829,2017-08-06
17830,2019-04-08
17832,2025-08-15
17834,2019-05-09
17835,2022-04-25
17836,2025-08-27
17837,2021-12-25
17838,2024-03-04
17839,2020-12-24
17842,2016-08-23
17843,2020-12-17
17844,2016-11-09
17846,2021-12-21
17847,2021-02-13
17848,2025-08-23
17849,2016-09-09
17850,2023-06-17
17853,2023-01-02
17854,2025-01-29
17855,2016-03-07
17856,2016-02-28
17857,2022-05-01
17858,2015-04-28
17859,2020-10-12
17861,2017-03-27
17862,2025-12-10
17863,2015-08-12
17865,2016-05-27
17866,2025-09-03
17867,2016-08-30
17868,2018-04-21
17869,2022-07-02
17871,2024-03-29
17872,2018-09-12
17874,2020-07-14
17875,2016-07-26
17877,2018-10-05
17878,2022-02-17
17879,2024-07-03
17881,2020-06-04
17882,2022-08-26
17884,2017-12-08
17886,2018-08-26
17888,2017-09-17
17892,2017-10-03
17893,2016-06-18
17895,2019-02-14
17896,2019-03-10
17897,2017-01-28
17898,2023-06-02
17899,2018-01-25
17900,2021-06-29
17902,2016-08-14
17903,2025-07-05
17905,2020-07-02
17906,2019-12-21
17908,2022-09-15
17910,2015-09-28
17911,2019-08-30
17913,2021-01-28
17916,2016-01-16
17918,2015-08-23
17919,2022-02-16
17921,2025-06-26
17924,2023-01-18
17925,2024-12-25
17926,2016-02-26
17928,2021-04-14
17931,2017-03-09
17932,2016-10-18
17933,2022-02-04
17934,2019-06-19
17936,2025-04-01
17938,2025-07-26
17941,2025-04-09
17942,2017-03-17
17943,2015-08-03
17945,2016-02-11
17946,2022-09-29
17947,2025-07-06
17949,2025-06-29
17950,2022-02-01
17951,2025-07-17
17952,2016-08-28
17953,2023-08-04
17954,2024-10-15
17955,2023-07-18
17956,2020-09-08
17958,2021-11-12
17959,2017-01-02
17960,2022-09-16
17961,2015-08-05
17964,2019-12-25
17965,2017-11-10
17966,2015-06-12
17967,2025-11-07
17968,2020-03-12
17970,2023-03-04
17972,2015-04-06
17973,2019-08-20
17974,2015-08-15
17975,2022-06-30
17978,2022-03-16
17979,2017-11-22
17980,2015-04-12
17981,2020-12-28
17982,2020-12-03
17983,2016-10-05
17984,2021-03-18
17986,2025-04-23
17987,2018-03-10
17989,2023-01-20
17990,2018-12-16
17991,2024-01-12
17992,2022-07-26
17993,2017-04-23
17995,2024-06-26
17996,2019-06-29
17997,2025-04-21
17998,2021-07-08
17999,2025-07-23
18000,2020-08-01
18001,2018-01-19
18002,2025-02-28
18003,2024-12-28
18004,2015-01-21
18005,2020-07-15
18006,2023-12-21
18007,2024-01-13
18009,2022-11-05
18012,2021-07-27
18013,2016-08-29
18014,2023-04-08
18016,2015-10-29
18017,2022-07-21
18019,2015-10-20
18020,2016-02-28
18021,2018-09-21
18022,2019-04-05
18023,2015-11-14
18025,2019-08-26
18026,2018-04-30
18028,2017-02-23
18029,2018-11-12
18032,2024-01-29
18033,2024-09-13
18035,2018-05-15
18036,2018-11-02
18037,2024-05-21
18038,2025-09-22
18040,2019-03-14
18041,2021-02-23
18042,2016-01-29
18044,2025-01-06
18045,2021-07-03
18046,2021-01-28
18047,2017-10-16
18049,2016-02-23
18052,2016-09-06
18053,2023-05-28
18054,2017-10-09
18055,2019-07-27
18057,2018-01-25
18059,2018-08-29
18062,2021-09-24
18066,2025-08-22
18067,2017-09-05
18068,2021-03-19
18069,2021-12-05
18070,2023-05-15
18071,2015-06-14
18076,2015-04-07
18077,2023-11-08
18078,2019-11-22
18079,2023-09-27
18080,2023-03-19
18081,2025-03-13
18082,2020-06-05
18083,2021-01-20
18084,2017-03-27
18085,2024-01-26
18086,2021-09-30
18087,2018-08-29
18088,2023-07-07
18089,2021-07-30
18090,2021-06-30
18091,2022-03-09
18092,2025-08-21
18093,2020-08-05
18095,2017-02-01
18096,2023-07-04
18098,2015-03-01
18100,2015-09-14
18102,2020-11-11
18103,2023-01-09
18104,2025-07-17
18105,2018-02-17
18106,2019-01-27
18107,2022-11-27
18108,2015-01-19
18109,2019-01-07
18110,2023-05-25
18113,2025-02-02
18115,2022-11-16
18116,2019-02-18
18117,2019-12-03
18118,2015-07-25
18119,2019-08-20
18120,2015-05-16
18121,2015-04-10
18123,2022-02-08
18124,2025-10-09
18125,2016-03-14
18126,2018-06-05
18127,2018-10-24
18128,2023-06-19
18130,2018-01-24
18131,2024-07-08
18132,2015-09-29
18133,2019-02-11
18135,2018-05-24
18137,2015-01-17
18138,2021-07-01
18140,2023-11-14
18141,2021-08-07
18142,2018-11-04
18144,2022-10-13
18145,2015-02-12
18146,2025-02-09
18147,2024-02-29
18152,2019-03-06
18156,2015-09-02
18157,2023-05-25
18158,2021-09-28
18160,2020-05-04
18161,2025-10-04
18162,2017-10-10
18163,2024-04-15
18164,2023-01-05
18165,2018-01-05
18167,2016-02-10
18168,2025-02-14
18171,2025-05-08
18172,2022-05-23
18173,2023-10-18
18174,2022-11-07
18175,2020-01-16
18178,2016-08-07
18180,2024-08-08
18182,2018-09-13
18185,2018-07-13
18187,2025-08-08
18188,2025-09-18
18190,2025-09-15
18191,2015-10-24
18192,2021-05-24
18194,2016-10-14
18195,2024-10-29
18196,2025-11-14
18197,2022-11-21
18201,2021-07-01
18203,2016-05-10
18204,2023-03-23
18206,2018-02-25
18207,2016-05-01
18208,2024-06-03
18209,2017-11-15
18211,2020-11-28
18212,2022-01-08
18213,2021-08-16
18214,2022-05-06
18216,2015-06-22
18222,2025-08-22
18224,2019-03-13
18225,2016-07-27
18226,2024-12-01
18227,2024-08-19
18230,2022-03-31
18231,2021-01-09
18232,2022-10-09
18233,2017-12-27
18234,2016-07-01
18235,2025-01-30
18238,2018-10-19
18239,2023-10-16
18240,2017-04-21
18241,2018-07-29
18242,2017-11-18
18243,2024-12-01
18244,2015-02-28
18245,2025-02-17
18246,2017-11-26
18247,2021-03-07
18248,2021-04-21
18249,2022-01-20
18250,2016-05-16
18253,2015-06-21
18256,2022-06-29
18258,2022-10-04
18259,2024-06-14
18261,2024-11-28
18262,2015-08-27
18263,2024-06-29
18268,2023-05-25
18271,2020-04-08
18272,2023-01-23
18276,2024-03-01
18277,2023-08-14
18280,2018-11-18
18283,2025-02-26
18286,2017-10-16
18287,2017-10-25
18289,2021-10-30
18295,2022-03-21
18296,2015-09-17
18298,2025-04-18
18300,2019-06-25
18301,2023-07-25
18302,2022-08-20
18304,2018-09-20
18305,2021-06-02
18306,2022-02-06
18307,2020-07-02
18309,2020-06-23
18310,2016-12-03
18311,2023-04-28
18312,2023-12-26
18313,2021-08-16
18315,2022-01-23
18316,2021-11-26
18317,2022-10-14
18320,2018-10-03
18321,2021-03-15
18323,2022-09-02
18324,2018-03-27
18325,2018-04-14
18326,2017-03-08
18328,2025-08-10
18330,2022-06-24
18331,2019-10-28
18332,2015-05-01
18334,2020-11-06
18335,2022-01-05
18336,2019-07-30
18337,2023-02-24
18339,2025-09-01
18340,2020-01-24
18342,2016-12-13
18343,2018-06-03
18344,2025-02-22
18345,2020-05-19
18348,2016-09-10
18349,2016-04-06
18350,2017-06-03
18353,2021-01-13
18355,2023-01-10
18356,2017-03-08
18357,2022-09-14
18359,2024-06-04
18360,2017-11-12
18361,2017-09-21
18363,2016-08-12
18364,2022-08-10
18365,2018-04-18
18366,2015-04-21
18367,2024-09-11
18368,2022-07-10
18369,2019-03-16
18370,2024-06-29
18372,2019-11-06
18373,2022-08-04
18374,2015-07-07
18375,2025-11-11
18376,2017-05-06
18378,2023-10-05
18379,2019-11-24
18382,2015-06-04
18383,2024-08-02
18384,2018-01-31
18385,2022-06-12
18386,2020-01-31
18387,2024-05-31
18390,2023-07-10
18391,2021-11-22
18392,2017-01-19
18393,2024-02-24
18394,2015-07-09
18395,2018-10-22
18398,2017-03-01
18403,2019-10-01
18405,2016-05-13
18407,2024-02-07
18409,2021-11-09
18410,2016-05-13
18411,2017-11-10
18412,2021-06-05
18414,2022-06-06
18416,2016-08-31
18417,2015-09-30
18420,2024-10-03
18421,2018-03-28
18422,2016-05-19
18423,2022-06-11
18424,2018-04-09
18425,2025-08-27
18426,2020-11-05
18427,2024-04-01
18428,2019-01-17
18429,2017-07-12
18430,2023-08-05
18431,2017-09-11
18432,2024-01-26
18434,2018-08-08
18436,2024-09-04
18437,2022-06-08
18438,2025-03-05
18439,2025-06-17
18443,2022-08-12
18444,2019-08-18
18445,2017-10-17
18446,2015-05-24
18447,2023-12-04
18448,2015-06-21
18449,2019-12-18
18450,2018-06-03
18451,2015-03-31
18452,2018-09-19
18454,2017-10-01
18455,2025-09-03
18456,2024-12-21
18457,2018-01-19
18458,2023-03-30
18459,2018-06-05
18462,2025-10-30
18464,2018-01-21
18466,2020-08-09
18467,2019-07-13
18468,2015-11-17
18469,2022-06-25
18471,2025-02-08
18473,2021-08-12
18474,2022-11-15
18476,2022-11-12
18477,2017-10-29
18478,2025-04-27
18482,2018-07-14
18483,2018-05-17
18485,2022-12-31
18486,2021-08-24
18488,2017-08-21
18489,2015-12-04
18490,2015-08-12
18491,2020-04-11
18492,2016-02-01
18493,2021-04-21
18496,2018-01-15
18497,2020-03-27
18498,2016-05-22
18499,2025-05-31
18500,2018-12-08
18501,2025-12-06
18502,2022-06-27
18504,2025-02-13
18506,2022-03-17
18507,2023-02-04
18508,2017-09-04
18510,2024-11-17
18513,2019-01-20
18515,2018-03-24
18516,2018-07-03
18517,2017-02-17
18518,2020-08-31
18520,2024-09-25
18521,2025-04-14
18524,2021-09-03
18525,2016-08-15
18526,2022-10-10
18527,2022-04-11
18530,2024-07-29
18531,2023-04-14
18533,2016-11-02
18535,2021-07-26
18536,2015-02-07
18537,2018-08-23
18538,2020-07-12
18540,2017-03-26
18541,2025-12-23
18542,2025-01-12
18544,2017-11-17
18546,2023-10-27
18547,2025-04-12
18548,2016-04-27
18550,2018-09-27
18551,2023-08-29
18557,2023-04-13
18558,2023-05-18
18559,2022-01-13
18560,2015-04-19
18561,2021-04-11
18562,2023-11-08
18563,2017-04-20
18564,2021-08-13
18565,2019-02-09
18566,2023-10-13
18567,2022-09-22
18569,2018-08-31
18571,2022-03-16
18572,2024-02-04
18573,2025-01-21
18574,2025-02-11
18577,2019-12-28
18578,2015-05-09
18579,2022-03-16
18581,2017-07-27
18582,2023-01-20
18583,2022-07-26
18586,2021-11-30
18587,2022-03-31
18590,2016-05-07
18591,2020-02-16
18592,2015-09-26
18593,2018-09-17
18594,2017-04-24
18596,2018-04-13
18600,2021-04-25
18601,2016-09-24
18602,2024-06-15
18603,2023-09-28
18605,2023-03-01
18606,2016-02-18
18607,2019-11-12
18608,2017-01-08
18609,2016-02-02
18611,2023-06-09
18612,2020-06-02
18613,2019-04-28
18614,2016-08-19
18615,2018-10-30
18616,2021-04-29
18617,2023-09-05
18618,2019-12-30
18619,2023-12-23
18621,2015-01-26
18622,2016-06-19
18624,2018-06-16
18625,2024-01-07
18627,2017-05-12
18628,2020-11-22
18629,2025-07-13
18632,2024-07-31
18633,2025-02-22
18634,2024-10-17
18635,2021-04-20
18637,2015-11-21
18638,2019-05-21
18640,2025-03-04
18641,2022-02-11
18644,2022-06-03
18645,2019-09-25
18646,2017-08-22
18647,2021-10-07
18648,2015-01-20
18649,2016-02-25
18653,2019-11-25
18654,2019-09-17
18655,2015-06-27
18657,2017-10-11
18658,2016-03-16
18659,2022-02-21
18660,2020-11-30
18661,2024-07-24
18663,2021-05-22
18664,2016-02-02
18665,2018-01-29
18666,2017-05-01
18667,2020-09-09
18668,2017-07-29
18669,2022-11-03
18671,2017-02-14
18672,2022-01-26
18673,2024-12-05
18674,2023-03-28
18675,2018-03-06
18679,2018-06-05
18680,2020-01-03
18681,2015-09-05
18682,2025-02-14
18683,2017-04-30
18684,2022-06-20
18685,2022-12-21
18686,2017-11-03
18687,2019-08-06
18688,2018-11-22
18689,2016-10-14
18690,2024-09-23
18691,2024-09-04
18692,2023-01-04
18695,2019-10-26
18696,2023-03-23
18698,2017-11-11
18700,2019-06-11
18701,2021-07-27
18702,2017-06-01
18704,2024-05-14
18708,2018-12-16
18713,2019-05-14
18714,2019-12-23
18717,2022-02-22
18718,2025-12-11
18719,2015-06-02
18720,2015-03-20
18721,2017-09-07
18724,2019-05-18
18725,2019-08-06
18728,2020-10-11
18729,2015-05-11
18731,2019-03-29
18732,2017-06-06
18733,2017-01-23
18734,2016-12-10
18735,2020-07-05
18736,2019-02-02
18737,2023-03-25
18739,2019-10-31
18740,2023-10-02
18742,2019-07-22
18743,2020-07-10
18744,2018-03-13
18746,2015-11-17
18750,2025-03-19
18751,2017-10-17
18753,2017-10-23
18756,2020-12-26
18757,2025-01-28
18758,2020-04-24
18760,2017-02-26
18761,2016-06-18
18762,2019-04-09
18763,2022-12-06
18764,2018-06-30
18765,2021-07-25
18766,2022-10-09
18767,2021-09-08
18768,2019-08-28
18769,2024-08-27
18770,2018-09-02
18772,2024-11-14
18774,2025-02-09
18776,2021-03-29
18777,2018-10-10
18779,2017-12-12
18781,2019-09-17
18782,2020-07-30
18783,2024-06-09
18784,2022-06-15
18786,2018-04-05
18788,2025-09-29
18789,2022-07-19
18790,2017-10-20
18791,2017-01-16
18792,2017-01-06
18794,2022-05-10
18795,2019-10-25
18796,2021-12-14
18797,2019-03-31
18798,2018-05-15
18799,2016-10-28
18800,2016-03-30
18801,2024-02-02
18804,2025-02-04
18806,2016-08-16
18807,2017-09-27
18808,2019-05-15
18810,2022-04-22
18811,2024-06-16
18813,2018-08-26
18814,2017-04-22
18815,2019-07-16
18816,2015-08-24
18817,2021-12-17
18819,2020-04-06
18820,2019-12-07
18821,2025-01-29
18824,2022-02-09
18827,2017-08-07
18828,2023-07-28
18829,2018-01-04
18830,2021-08-16
18832,2023-01-23
18833,2022-02-03
18834,2025-11-27
18837,2022-02-19
18838,2017-03-20
18839,2017-08-07
18840,2024-05-24
18841,2016-08-03
18842,2017-08-30
18843,2025-08-23
18844,2018-08-01
18845,2023-09-28
18846,2021-04-15
18847,2017-03-06
18849,2017-05-21
18850,2022-02-13
18853,2022-09-13
18854,2019-04-25
18855,2025-07-11
18856,2015-10-01
18857,2017-11-27
18859,2025-07-09
18861,2017-06-29
18862,2023-03-12
18864,2023-12-16
18865,2022-10-27
18866,2021-07-12
18869,2018-11-29
18870,2021-01-13
18871,2018-01-20
18873,2020-11-25
18874,2024-05-05
18875,2022-05-19
18877,2021-10-04
18878,2018-03-31
18879,2023-05-15
18886,2024-04-01
18889,2025-02-18
18891,2016-08-18
18892,2020-07-30
18894,2024-06-04
18896,2022-12-21
18897,2015-02-10
18898,2017-04-13
18900,2024-01-03
18901,2019-06-03
18902,2022-12-28
18903,2017-07-18
18904,2016-04-05
18905,2015-08-24
18906,2018-10-23
18907,2016-04-15
18911,2023-10-02
18913,2017-04-19
18914,2015-03-12
18915,2016-11-29
18916,2021-08-13
18918,2021-01-20
18919,2023-09-11
18920,2017-11-01
18921,2017-04-09
18922,2022-10-12
18923,2023-06-08
18924,2022-11-25
18926,2019-01-24
18927,2021-10-06
18928,2025-03-10
18929,2015-07-21
18930,2015-05-15
18931,2023-06-22
18932,2017-03-19
18933,2022-01-01
18934,2015-11-08
18935,2017-10-26
18937,2016-10-16
18938,2016-10-04
18939,2023-04-29
18940,2025-01-13
18941,2019-01-12
18942,2018-02-02
18946,2015-07-19
18949,2021-06-15
18953,2019-11-17
18954,2024-01-09
18955,2015-12-14
18956,2019-05-08
18958,2020-04-28
18959,2021-03-05
18960,2023-07-16
18961,2024-10-21
18962,2024-04-26
18964,2017-12-10
18965,2015-11-24
18966,2025-10-30
18967,2019-06-30
18969,2023-02-03
18970,2018-02-23
18971,2019-01-23
18973,2021-02-23
18974,2020-11-12
18975,2016-09-12
18976,2021-09-07
18977,2024-05-24
18978,2016-02-11
18979,2017-06-30
18980,2017-09-20
18981,2023-04-21
18983,2021-10-01
18984,2017-09-17
18985,2018-07-22
18986,2025-09-08
18987,2022-02-06
18990,2015-12-14
18991,2017-02-13
18992,2017-06-24
18993,2023-01-20
18994,2020-04-28
18995,2023-08-09
18996,2019-12-05
18997,2020-03-27
18998,2025-05-09
18999,2024-01-12
19001,2024-12-10
19003,2019-04-25
19005,2021-07-28
19007,2024-11-12
19008,2019-03-02
19011,2024-09-22
19013,2022-10-18
19014,2019-10-21
19017,2021-03-02
19020,2020-07-04
19021,2020-08-07
19022,2019-09-24
19023,2015-06-26
19024,2018-06-24
19025,2021-09-23
19026,2015-08-07
19028,2022-10-31
19029,2022-06-17
19030,2018-11-11
19032,2017-09-25
19033,2015-03-17
19036,2021-08-12
19038,2020-12-18
19039,2019-02-17
19040,2024-08-06
19042,2020-02-05
19044,2023-03-17
19045,2017-07-31
19046,2017-04-26
19049,2018-04-24
19050,2023-06-03
19051,2023-03-09
19052,2024-02-10
19054,2021-11-06
19055,2024-11-05
19056,2016-04-13
19057,2018-07-11
19059,2023-06-06
19060,2024-05-14
19061,2023-07-19
19062,2020-12-31
19065,2019-02-18
19066,2025-11-30
19067,2020-11-27
19068,2025-08-31
19069,2025-01-11
19070,2022-11-25
19071,2024-10-11
19073,2017-02-05
19074,2018-06-14
19076,2022-05-23
19080,2018-07-07
19081,2021-10-29
19083,2017-12-03
19085,2020-01-22
19086,2020-06-12
19087,2015-10-21
19088,2021-06-09
19089,2015-01-10
19091,2015-09-03
19093,2025-01-23
19094,2015-12-31
19095,2025-10-17
19098,2019-07-17
19099,2024-05-03
19100,2024-07-05
19101,2019-07-26
19102,2015-12-15
19104,2015-01-10
19107,2019-02-14
19108,2021-06-17
19109,2018-09-15
19110,2025-02-11
19111,2017-01-07
19116,2017-03-20
